,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,y
553,1,184.02,0,0,2,0.0,-2.96
554,1,207.07,0,2,0,0.0,-4.4
555,1,780.9490000000001,6,8,7,203.06,-4.081
556,1,146.111,0,1,0,0.0,-2.51
557,1,334.45600000000024,0,1,12,52.60000000000001,-6.144
558,2,184.263,0,3,0,0.0,-4.38
559,1,326.437,0,2,1,0.0,-7.8
560,1,360.88200000000006,0,2,1,0.0,-8.01
561,1,308.3330000000001,1,3,4,67.50999999999999,-3.893
562,1,214.264,2,2,3,40.46,-1.93
563,1,194.18599999999995,0,1,2,52.60000000000001,-1.66
564,1,172.26799999999997,0,0,7,26.3,-3.39
565,1,122.258,0,0,3,0.0,-2.42
566,1,118.176,0,0,5,18.46,-0.77
567,1,215.894,0,1,0,0.0,-5.56
568,1,184.242,2,2,1,52.04,-2.7
569,1,98.189,0,0,4,0.0,-3.73
570,1,209.293,2,1,5,57.78,-3.028
571,1,226.27599999999995,2,1,4,75.27000000000001,-2.39
572,1,127.574,1,1,0,26.02,-1.52
573,1,142.58499999999998,0,1,1,9.23,-2.78
574,1,203.351,0,0,6,20.31,-3.53
575,1,102.13299999999998,0,0,4,26.3,-1.37
576,1,360.4500000000002,3,4,2,94.83,-3.18
577,1,163.82899999999998,0,0,0,0.0,-1.54
578,1,300.3980000000001,0,4,0,51.21,-3.48
579,2,230.31,0,3,2,0.0,-7.11
580,1,122.12299999999998,1,1,1,37.3,-0.96
581,1,94.939,0,0,0,0.0,-0.79
582,1,379.381,1,2,4,80.31,-3.8
583,1,342.7780000000001,1,3,4,67.50999999999999,-5.839
584,1,156.22799999999998,0,2,1,0.0,-4.29
585,1,125.131,2,1,0,71.77000000000001,-1.4580000000000002
586,1,326.437,0,2,1,0.0,-7.92
587,1,323.133,1,2,2,29.1,-4.21
588,1,376.36900000000014,5,3,5,161.56,-3.685
589,1,175.0,0,1,0,0.0,-2.7
590,1,163.003,1,1,0,20.23,-1.55
591,1,391.2940000000001,0,3,6,35.53,-6.291
592,1,331.353,2,3,2,99.6,-4.16
593,1,338.36300000000006,1,3,5,75.71,-4.907
594,2,70.135,0,1,0,0.0,-2.64
595,1,107.156,1,1,0,26.02,-2.21
596,1,148.205,0,1,3,9.23,-2.92
597,1,279.34,2,1,2,70.67,-2.93
598,1,70.135,0,0,1,0.0,-2.73
599,1,95.101,1,1,0,33.120000000000005,1.02
600,1,30.07,0,0,0,0.0,-1.36
601,1,147.00399999999996,0,1,0,0.0,-3.05
602,1,167.25799999999998,1,2,0,12.89,-3.18
603,1,498.66200000000026,0,2,1,0.0,-11.6
604,1,216.19199999999995,0,3,1,52.58,-3.664
605,1,59.068,1,0,0,43.09,1.58
606,1,142.201,0,2,0,0.0,-3.7
607,1,271.36,0,2,5,29.540000000000003,-3.57
608,1,102.177,1,0,0,20.23,-0.62
609,1,116.15999999999998,0,0,3,26.3,-1.36
610,1,172.18299999999996,0,2,0,34.14,-3.03
611,2,178.23399999999998,0,3,0,0.0,-5.26
612,1,107.156,0,1,0,12.89,0.38
613,1,144.258,1,0,7,20.23,-3.01
614,1,173.83499999999998,0,0,0,0.0,-1.17
615,1,392.4670000000002,3,4,2,94.83,-3.59
616,1,156.228,0,2,0,0.0,-4.89
617,1,217.378,0,0,5,20.31,-3.68
618,1,227.085,0,0,8,157.11,-2.22
619,1,138.126,1,1,1,69.16,-2.19
620,1,92.569,0,0,2,0.0,-2.03
621,1,430.9340000000001,2,1,6,64.68,-4.19
622,1,329.321,0,3,2,22.0,-4.445
623,1,243.309,1,4,0,26.02,-6.2
624,1,270.372,1,4,0,37.3,-3.955
625,1,269.373,0,3,1,19.37,-4.706
626,1,58.08,0,1,0,12.53,-0.59
627,1,281.271,1,3,2,84.6,-3.796
628,1,132.232,2,0,2,24.06,-1.46
629,1,197.448,1,1,0,20.23,-2.67
630,1,116.15999999999998,0,0,3,26.3,-1.34
631,1,93.129,1,1,0,26.02,-0.41
632,1,156.228,0,2,0,0.0,-4.678999999999999
633,1,297.745,3,2,1,118.36,-2.63
634,2,152.19599999999994,0,3,0,0.0,-3.96
635,1,144.21399999999997,0,0,5,26.3,-1.28
636,1,211.269,2,1,5,71.96000000000001,-2.084
637,2,252.316,0,5,0,0.0,-8.699
638,1,108.966,0,0,0,0.0,-1.09
639,1,82.14599999999999,0,0,0,0.0,-1.99
640,1,764.9499999999999,5,8,7,182.83,-5.292999999999999
641,1,70.13499999999999,0,0,1,0.0,-2.73
642,1,145.16099999999997,1,2,0,33.120000000000005,-2.42
643,2,132.20599999999996,0,2,0,0.0,-4.37
644,1,318.32800000000003,2,4,2,66.76,-2.9
645,1,314.802,0,1,0,0.0,-5.6
646,1,321.549,0,1,4,27.69,-5.72
647,1,142.18300000000002,2,1,0,48.65,-2.436
648,1,164.204,1,1,3,29.46,-1.56
649,1,210.233,2,1,3,75.27000000000001,-1.7080000000000002
650,2,202.256,0,4,0,0.0,-6.176
651,1,118.176,0,0,4,18.46,-0.43
652,1,239.702,0,2,2,29.54,-2.338
653,1,118.176,1,0,5,29.46,-0.42
654,1,295.336,0,1,1,43.14,-5.82
655,1,290.447,1,4,0,37.3,-4.402
656,1,312.118,0,2,2,20.31,-4.047
657,2,129.16199999999998,0,2,0,12.89,-1.3
658,1,184.147,3,1,1,86.99000000000001,-1.24
659,1,306.276,1,3,5,81.64999999999999,-1.8
660,1,169.567,1,2,0,46.0,-2.8310000000000004
661,1,395.3270000000001,0,2,1,0.0,-7.92
662,1,142.07,2,1,0,92.34,-1.25
663,1,112.987,0,0,2,0.0,-1.62
664,1,175.0,0,1,0,0.0,-2.67
665,1,191.455,0,1,0,0.0,-3.63
666,1,86.178,0,0,1,0.0,-3.65
667,1,56.108,0,0,1,0.0,-1.94
668,1,360.88200000000006,0,2,1,0.0,-7.68
669,1,111.104,2,1,0,71.77000000000001,-1.155
670,1,187.37500000000003,0,0,1,0.0,-3.04
671,1,55.07999999999999,0,0,0,23.79,0.28
672,1,320.04600000000005,0,2,3,0.0,-6.51
673,1,153.13699999999997,0,1,2,52.37,-1.96
674,1,288.43100000000004,1,4,0,37.3,-4.12
675,1,284.142,0,3,1,37.38,-4.8
676,2,276.338,0,6,0,0.0,-9.018
677,1,240.21499999999995,1,1,4,106.51000000000002,-3.38
678,1,196.202,0,2,2,44.760000000000005,-1.899
679,1,92.094,3,0,2,60.69,1.12
680,1,124.13899999999995,1,1,1,29.46,-1.96
681,1,350.591,0,1,6,40.58,-5.67
682,1,192.261,0,3,0,0.0,-5.89
683,1,188.23,0,2,1,26.93,0.715
684,1,88.14999999999999,0,0,3,9.23,-0.99
685,1,146.153,0,2,0,51.56,-0.8540000000000001
686,1,201.661,2,1,4,62.73,-4.55
687,1,87.12199999999999,0,0,0,20.31,1.11
688,1,213.31,0,1,3,45.150000000000006,-2.676
689,1,28.053999999999995,0,0,0,0.0,-0.4
690,1,102.177,1,0,1,20.23,-0.5
691,1,196.206,2,1,3,75.27000000000001,-1.614
692,1,197.448,1,1,0,20.23,-2.67
693,1,108.13999999999996,0,1,1,9.23,-1.85
694,1,339.21800000000013,1,2,4,46.53,-4.53
695,1,360.4500000000001,2,4,3,91.67000000000002,-3.85
696,1,286.331,1,2,4,50.8,-4.16
697,1,120.19499999999996,0,1,1,0.0,-3.11
698,1,118.245,0,0,2,0.0,-2.24
699,1,168.10799999999995,0,1,2,86.28,-2.29
700,1,384.4870000000002,0,0,12,36.92,-5.54
701,1,198.222,2,1,2,75.27000000000001,-2.21
702,1,402.48700000000025,1,4,3,97.74,-4.21
703,1,171.15599999999998,1,1,3,81.19,-1.22
704,1,127.574,1,1,0,26.02,-1.66
705,1,116.20399999999998,1,0,3,20.23,-1.52
706,2,68.07499999999999,0,1,0,13.14,-0.82
707,1,271.39,2,1,8,71.96000000000001,-2.928
708,1,222.33199999999997,1,3,1,32.34,-3.1710000000000003
709,1,134.22199999999998,0,1,0,0.0,-3.66
710,1,322.36400000000003,0,3,5,57.690000000000005,-3.27
711,1,402.48700000000014,2,4,3,100.90000000000002,-4.37
712,1,74.12299999999999,0,0,2,9.23,-0.39
713,1,102.133,0,0,1,26.3,-0.55
714,1,157.01,0,1,0,0.0,-2.55
715,1,166.176,1,1,2,46.53,-2.35
716,1,352.39000000000004,1,3,6,75.71,-5.071000000000001
717,1,344.4950000000001,0,4,2,43.370000000000005,-5.37
718,2,300.36000000000007,0,7,0,0.0,-9.332
719,1,136.114,2,2,0,74.43,-2.266
720,1,62.499,0,0,0,0.0,-1.75
721,1,239.318,0,2,3,20.31,-2.98
722,1,331.62699999999995,0,0,0,0.0,-3.14
723,1,296.374,1,3,2,48.47,-4.871
724,1,147.13299999999998,1,2,0,46.17,-2.61
725,1,331.202,1,3,3,46.010000000000005,-4.38
726,1,136.14999999999998,0,1,1,26.3,-1.85
727,1,126.115,1,1,0,54.86,-0.807
728,1,324.38000000000005,1,3,5,60.85000000000001,-3.73
729,1,291.9920000000001,0,2,1,0.0,-6.47
730,1,289.7440000000001,3,2,2,101.29,-3.29
731,1,233.098,1,1,1,32.34,-3.8
732,2,68.11900000000001,0,1,0,0.0,-2.1
733,1,286.156,6,2,1,191.0,-1.99
734,1,128.259,0,0,6,0.0,-5.88
735,1,128.558,1,1,0,20.23,-1.06
736,1,242.321,0,4,0,0.0,-6.59
737,1,122.16699999999996,0,1,2,9.23,-2.33
738,1,176.215,0,1,3,26.3,-3.0
739,1,216.668,1,1,0,54.86,-2.484
740,1,315.716,1,3,2,84.6,-3.499
741,1,171.22099999999998,1,1,1,60.16,-1.74
742,1,223.659,1,1,2,38.33,-2.617
743,1,114.232,0,0,4,0.0,-5.08
744,1,449.8560000000001,0,3,6,59.32000000000001,-8.176
745,1,300.3620000000001,0,3,2,56.220000000000006,-3.5380000000000003
746,1,284.74600000000004,0,3,1,32.67,-3.754
747,1,102.177,1,0,2,20.23,-0.7
748,1,308.36100000000005,0,1,7,44.760000000000005,-2.3
749,1,154.253,1,2,0,20.23,-2.32
750,1,288.431,1,4,0,37.3,-4.02
751,1,100.205,0,0,4,0.0,-4.53
752,1,144.17299999999997,1,2,0,20.23,-2.22
753,1,112.216,0,1,0,0.0,-4.3
754,1,435.48100000000034,2,3,6,132.5,-3.638
755,2,254.332,0,5,0,0.0,-7.85
756,1,340.5070000000001,0,4,1,34.14,-5.27
757,1,114.188,0,0,4,17.07,-1.45
758,1,183.169,1,0,3,55.4,0.54
759,1,314.5220000000001,0,0,12,17.07,-5.14
760,1,149.149,1,2,0,46.17,-2.932
761,1,380.662,3,2,2,118.36,-2.68
762,1,70.13499999999999,0,0,0,0.0,-2.56
763,1,120.195,0,1,0,0.0,-3.31
764,1,197.448,1,1,0,20.23,-2.21
765,2,179.22199999999998,0,3,0,12.89,-2.78
766,1,116.20399999999998,1,0,3,20.23,-0.98
767,1,114.232,0,0,5,0.0,-5.24
768,2,178.23399999999995,0,3,0,0.0,-6.35
769,1,108.14399999999998,2,1,1,38.05,0.07
770,1,58.08,0,0,1,17.07,0.58
771,2,112.216,0,1,0,0.0,-4.15
772,1,208.217,2,1,4,75.27000000000001,-2.077
773,1,119.378,0,0,0,0.0,-1.17
774,1,128.15599999999998,2,1,0,45.75,-2.273
775,1,328.843,1,3,4,32.34,-5.915
776,1,96.17300000000002,0,1,0,0.0,-3.27
777,1,128.21499999999995,0,0,5,17.07,-2.13
778,1,260.24499999999995,0,3,2,61.81,-3.0210000000000004
779,1,226.27599999999995,2,1,4,75.27000000000001,-2.658
780,2,252.316,0,5,0,0.0,-8.0
781,1,100.161,0,0,3,17.07,-1.52
782,1,102.177,0,0,4,9.23,-1.62
783,1,214.39299999999997,1,0,12,20.23,-5.84
784,1,197.448,1,1,0,20.23,-2.64
785,1,60.056,2,0,0,69.11,0.96
786,1,68.11899999999999,0,0,1,0.0,-1.64
787,1,235.906,0,1,0,0.0,-3.54
788,1,270.50099999999986,1,0,16,20.23,-8.4
789,1,135.16599999999997,1,1,1,29.1,-1.33
790,1,300.266,4,4,0,107.22,-2.7
791,1,137.14200000000002,2,1,1,68.01,0.009
792,1,354.8749999999999,1,3,0,20.23,-5.46
793,1,116.15999999999998,0,0,4,26.3,-1.52
794,1,120.15099999999995,0,1,1,17.07,-1.28
795,2,256.308,0,4,1,25.78,-5.4
796,1,182.156,0,0,6,44.760000000000005,0.43
797,1,152.237,0,2,0,17.07,-1.85
798,1,162.152,0,2,1,60.790000000000006,-0.91
799,1,338.876,0,3,0,0.0,-5.64
800,1,89.094,0,0,1,43.14,-0.62
801,2,167.21099999999998,1,3,0,15.79,-5.27
802,1,122.12,4,0,3,80.92,0.7
803,1,179.21899999999997,1,1,3,52.32,-2.452
804,1,223.165,1,0,5,73.86,0.6509999999999999
805,1,99.089,1,1,0,46.17,0.3
806,1,100.20499999999998,0,0,2,0.0,-4.28
807,1,316.4270000000001,1,1,8,84.42,-4.16
808,1,270.361,0,3,1,32.260000000000005,-4.634
809,1,239.274,0,3,1,29.54,-3.68
810,2,86.134,0,1,0,9.23,-0.03
811,1,96.173,0,0,3,0.0,-3.01
812,1,244.28999999999996,0,2,3,39.44,-4.314
813,1,268.3589999999999,0,5,0,0.0,-7.92
814,1,150.177,0,1,2,26.3,-2.32
815,1,92.569,0,0,1,0.0,-2.0
816,1,296.41,2,4,0,40.46,-4.3
817,1,214.349,0,0,10,26.3,-4.69
818,1,118.245,0,0,4,0.0,-2.58
819,2,228.294,0,4,0,0.0,-8.6
820,1,151.047,0,0,3,0.0,-3.08
821,1,98.18899999999998,0,0,3,0.0,-3.82
822,1,171.15599999999998,1,1,3,81.19,-1.26
823,1,140.26999999999998,0,1,4,0.0,-6.08
824,1,360.88200000000006,0,2,1,0.0,-7.42
825,1,198.222,2,1,2,75.27000000000001,-2.148
826,1,133.405,0,0,0,0.0,-2.0
827,1,214.652,1,1,2,41.57,-2.57
828,1,196.206,2,2,0,75.27,-3.06
829,1,211.26099999999997,0,1,1,46.61,-0.85
830,1,171.03700000000003,0,1,0,0.0,-3.19
831,1,74.123,0,0,2,9.23,-0.09
832,1,330.17100000000005,1,2,2,69.72,-4.376
833,1,335.28200000000004,0,1,7,89.51999999999998,-5.53
834,1,136.194,1,1,0,20.23,-2.05
835,2,78.11399999999999,0,1,0,0.0,-1.64
836,1,238.455,0,1,0,0.0,-4.03
837,1,228.679,1,1,2,41.57,-2.564
838,1,211.69200000000004,0,1,3,20.31,-2.48
839,1,104.15199999999996,0,1,1,0.0,-2.82
840,1,76.095,0,0,2,18.46,0.48
841,1,106.168,0,1,0,0.0,-2.8
842,1,74.12299999999999,1,0,1,20.23,0.47
843,1,110.11199999999998,2,1,0,40.46,-0.17
844,1,288.387,3,4,0,60.69,-4.955
845,2,216.283,0,4,0,0.0,-8.04
846,1,100.077,2,1,0,58.2,-0.4
847,1,194.27399999999992,2,1,5,40.46,-2.59
848,1,162.27899999999997,0,0,5,17.07,-0.83
849,1,362.7710000000001,0,2,6,57.9,-5.382000000000001
850,1,256.348,0,4,0,0.0,-7.01
851,1,476.5850000000002,2,4,6,100.90000000000002,-4.71
852,1,168.112,4,2,0,114.36999999999998,-3.93
853,1,231.893,1,1,0,20.23,-3.1
854,1,147.004,0,1,0,0.0,-3.04
855,1,354.491,0,2,2,0.0,-7.15
856,1,102.13299999999998,0,0,3,26.3,-1.01
857,1,124.208,0,1,1,0.0,-2.39
858,1,322.29,1,3,1,58.120000000000005,-4.207
859,1,86.178,0,0,3,0.0,-3.84
860,1,137.138,0,1,1,39.19,-0.46
861,1,421.4220000000001,3,3,3,118.36,-3.59
862,1,360.88200000000006,0,2,1,0.0,-7.82
863,1,286.11400000000003,0,2,2,46.61,-4.925
864,1,240.698,2,1,4,86.52,-3.15
865,2,228.294,0,4,0,0.0,-6.726
866,1,266.34,2,2,3,40.46,-4.95
867,1,390.5640000000003,0,1,14,52.60000000000001,-6.96
868,1,107.15599999999998,0,1,1,12.89,0.51
869,1,380.784,0,0,5,44.760000000000005,-2.28
870,2,154.21199999999996,0,2,1,0.0,-4.345
871,1,360.88200000000006,0,2,1,0.0,-8.71
872,1,210.285,0,1,3,48.39000000000001,-3.364
873,1,116.20399999999998,1,0,2,20.23,-0.92
874,1,210.233,2,2,0,75.27,-3.168
875,1,180.156,5,1,2,110.38,0.64
876,1,122.16699999999996,1,1,0,20.23,-1.4
877,1,258.104,1,1,2,38.33,-4.37
878,1,169.611,1,1,1,29.1,-2.843
879,1,395.3270000000001,0,2,1,0.0,-8.94
880,1,86.17799999999998,0,0,0,0.0,-3.55
881,1,107.15599999999998,1,1,1,12.03,-1.28
882,1,68.119,0,0,2,0.0,-2.09
883,1,404.5030000000002,2,4,3,100.90000000000002,-4.88
884,1,198.134,1,1,2,106.51000000000002,-1.456
885,1,321.163,2,3,1,61.690000000000005,-3.604
886,1,128.558,1,1,0,20.23,-0.7
887,1,191.455,0,1,0,0.0,-3.21
888,1,295.72900000000004,2,2,1,118.69,-3.05
889,1,170.16799999999998,2,1,1,75.27000000000001,-1.228
890,1,138.16599999999997,1,1,3,29.46,-0.7
891,2,168.239,0,2,2,0.0,-4.08
892,1,130.23099999999997,1,0,5,20.23,-1.98
893,1,421.7340000000001,0,2,6,89.51999999999998,-6.78
894,1,229.71500000000003,2,1,4,62.73,-4.43
895,1,102.177,1,0,3,20.23,-1.11
896,1,116.20399999999998,1,0,3,20.23,-1.08
897,1,106.16799999999996,0,1,1,0.0,-2.77
898,1,224.26,2,1,3,75.27000000000001,-2.253
899,1,373.3209999999999,0,3,0,0.0,-6.317
900,1,303.156,2,1,4,75.27000000000001,-2.647
901,1,349.43000000000006,0,3,5,59.32000000000001,-6.025
902,1,310.47800000000007,0,0,10,35.53,-5.19
903,1,102.133,0,0,2,26.3,-0.66
904,1,241.364,2,1,5,62.73,-4.1
905,1,236.702,1,1,2,32.34,-3.9
906,1,156.22799999999998,0,2,0,0.0,-4.72
907,1,257.547,0,2,1,0.0,-6.25
908,1,360.88200000000006,0,2,1,0.0,-7.39
909,1,84.082,2,0,0,88.19,-0.31
910,1,164.375,0,0,0,43.14,-2.0
911,1,223.102,0,2,1,0.0,-5.21
912,1,136.14999999999998,0,1,2,26.3,-1.49
913,1,180.163,1,1,2,72.24000000000001,-2.692
914,1,158.241,0,0,6,26.3,-2.74
915,1,151.165,2,1,1,49.33,-1.03
916,2,118.13899999999998,1,2,0,28.68,-2.16
917,1,434.50400000000025,2,5,2,93.06000000000002,-4.31
918,1,151.129,3,2,0,100.45,-3.583
919,1,74.07900000000001,0,0,0,26.3,0.46
920,1,290.44699999999995,1,4,0,37.3,-4.743
921,1,100.161,1,0,3,20.23,-0.59
922,1,511.5810000000002,2,7,5,92.18,-3.931
923,1,130.231,0,0,6,9.23,-1.85
924,1,186.339,1,0,10,20.23,-4.8
925,1,313.36100000000005,2,3,4,81.59000000000002,-3.36
926,1,102.17699999999998,1,0,2,20.23,-0.49
927,1,129.09399999999997,2,1,0,71.77,-0.972
928,1,293.40700000000004,0,1,9,38.77,-3.84
929,1,130.231,1,0,4,20.23,-1.72
930,1,162.27599999999998,0,1,0,0.0,-5.23
931,1,150.22099999999998,1,1,1,20.23,-2.22
932,2,132.12599999999998,0,2,0,51.56,0.02
933,1,291.26500000000004,0,1,7,70.83000000000001,-4.66
934,0,16.043,0,0,0,0.0,-0.9
935,2,119.167,1,2,0,12.03,-1.04
936,1,173.171,0,2,1,43.14,-3.54
937,1,100.161,0,0,2,17.07,-0.67
938,1,151.129,3,2,0,100.71,-3.401
939,1,527.4140000000002,2,5,6,70.67,-4.445
940,1,61.040000000000006,0,0,0,43.14,0.26
941,1,304.67,0,0,4,20.31,-4.88
942,1,82.14599999999999,0,0,3,0.0,-2.68
943,2,117.15099999999995,1,2,0,15.79,-1.52
944,1,286.415,0,4,0,34.14,-3.69
945,1,84.16199999999999,0,0,3,0.0,-3.23
946,1,354.8150000000001,3,2,3,109.48999999999998,-3.79
947,1,112.216,0,1,1,0.0,-4.25
948,1,142.242,0,0,6,17.07,-2.58
949,1,295.298,2,3,3,84.07999999999998,-3.88
950,1,213.664,1,1,2,38.33,-3.38
951,1,288.73800000000006,0,3,1,49.330000000000005,-4.114
952,1,201.225,1,2,1,38.33,-3.224
953,1,26.038,0,0,0,0.0,0.29
954,1,107.15599999999998,0,1,0,12.89,0.38
955,2,80.12999999999998,0,1,0,0.0,-2.06
956,1,329.3800000000001,0,0,8,65.07000000000001,-2.518
957,1,122.16699999999996,1,1,1,20.23,-0.92
958,1,112.987,0,0,1,0.0,-1.6
959,1,126.19899999999998,0,0,4,17.07,-2.46
960,1,274.413,0,0,9,18.46,-4.23
961,1,344.4950000000001,0,4,1,43.370000000000005,-5.284
962,1,257.547,0,2,1,0.0,-6.14
963,1,310.687,2,2,2,58.2,-6.02
964,1,289.545,1,2,2,29.46,-4.46
965,1,390.5640000000002,0,1,14,52.60000000000001,-6.6370000000000005
966,1,346.46700000000016,2,4,2,74.6,-3.24
967,1,120.19499999999998,0,1,0,0.0,-3.4
968,1,390.5640000000004,0,1,16,52.60000000000001,-5.115
969,1,228.41999999999996,1,0,13,20.23,-6.35
970,1,291.992,0,2,1,0.0,-7.39
971,1,156.141,2,1,0,75.27000000000001,-1.742
972,1,169.993,0,0,0,0.0,-2.09
973,1,168.10799999999995,0,1,2,86.28,-3.1
974,1,86.13399999999999,0,0,1,17.07,-0.12
975,1,226.44799999999992,0,0,13,0.0,-8.4
976,1,154.253,0,3,0,9.23,-1.74
977,1,189.243,0,3,0,30.19,-2.07
978,1,128.21499999999995,0,0,5,17.07,-2.05
979,1,172.268,0,0,7,26.3,-3.38
980,1,114.094,0,1,0,0.0,-1.97
981,1,258.233,1,3,1,83.55000000000001,-2.676
982,1,335.28200000000004,0,1,7,89.51999999999998,-5.68
983,1,46.069,1,0,0,20.23,1.1
984,1,182.179,2,2,0,75.27,-2.349
985,1,236.271,2,1,4,67.42999999999999,-1.83
986,1,350.4580000000001,0,3,6,35.53,-5.24
987,1,198.30999999999992,1,1,1,32.34,-2.218
988,1,545.5460000000002,0,6,0,0.0,-6.8
989,1,193.128,0,0,6,0.0,-5.06
990,1,290.323,2,2,4,85.25,-4.883
991,1,231.299,0,2,2,30.17,-0.364
992,1,88.15,1,0,2,20.23,-0.24
993,1,137.138,0,1,1,43.14,-2.49
994,1,102.177,1,0,3,20.23,-1.14
995,1,314.42500000000007,2,4,0,57.53,-4.57
996,1,428.12000000000006,1,2,4,46.53,-4.93
997,1,221.647,1,2,1,60.91,-2.878
998,1,88.14999999999998,1,0,1,20.23,0.15
999,1,108.14,1,1,0,20.23,-0.73
1000,1,74.07900000000001,0,0,2,26.3,0.15
1001,1,121.18299999999996,0,1,1,3.24,-1.92
1002,2,138.254,0,2,0,0.0,-5.19
1003,1,90.191,1,0,2,0.0,-2.18
1004,2,252.316,0,5,0,0.0,-7.8
1005,1,165.834,0,0,0,0.0,-2.54
1006,1,86.134,0,0,2,17.07,-0.28
1007,1,53.06399999999999,0,0,0,23.79,0.15
1008,1,410.4570000000002,3,4,2,94.83,-5.613
1009,1,100.161,0,0,3,17.07,-0.8
1010,1,225.296,2,1,4,71.96000000000001,-3.239
1011,1,114.232,0,0,4,0.0,-5.16
1012,1,187.862,0,0,1,0.0,-1.68
1013,1,193.246,1,1,2,38.33,-2.863
1014,1,214.206,1,2,2,88.37,-3.22
1015,2,216.283,0,4,0,0.0,-6.68
1016,1,142.58499999999998,0,1,1,9.23,-2.46
1017,1,366.0,0,1,4,27.69,-6.09
1018,1,332.57000000000005,1,2,3,63.24,-5.03
1019,1,320.04600000000005,0,2,3,0.0,-7.2
1020,1,86.09,0,0,1,26.3,-0.22
1021,1,290.75,1,2,3,41.57000000000001,-4.89
1022,2,182.226,0,2,2,24.72,-4.45
1023,1,134.22199999999998,0,1,1,0.0,-3.77
1024,1,163.003,1,1,0,20.23,-1.79
1025,1,342.297,8,2,5,189.53,0.79
1026,1,180.156,6,1,0,121.38,0.35
1027,1,254.24599999999995,2,2,3,102.28,-0.17
1028,1,323.13200000000006,3,1,6,112.70000000000002,-2.111
1029,1,116.204,1,0,3,20.23,-0.85
1030,1,306.51500000000004,1,5,0,20.23,-5.41
1031,1,235.906,0,1,0,0.0,-3.5
1032,1,197.448,1,1,0,20.23,-2.34
1033,1,346.3650000000001,1,1,8,149.67999999999998,-5.16
1034,1,255.292,0,3,2,20.31,-4.799
1035,1,114.18799999999996,0,0,2,17.07,-1.3
1036,1,238.287,2,1,3,75.27000000000001,-2.593
1037,1,262.261,2,3,1,75.99000000000001,-2.943
1038,1,194.194,0,2,0,61.82,-0.8759999999999999
1039,1,416.58300000000025,0,5,1,60.44,-4.173
1040,1,122.167,1,1,0,20.23,-1.38
1041,2,170.211,0,2,2,9.23,-3.96
1042,1,360.88200000000006,0,2,1,0.0,-8.56
1043,1,122.12699999999997,1,1,1,55.98,0.61
1044,1,110.18099999999995,1,1,0,0.0,-2.12
1045,1,179.219,1,1,1,38.33,-2.5810000000000004
1046,1,409.7819999999999,0,3,0,0.0,-6.86
1047,1,94.204,0,0,1,0.0,-1.44
1048,1,121.13899999999995,1,1,1,43.09,-0.96
1049,1,191.455,0,1,0,0.0,-3.19
1050,1,446.405,6,3,6,184.6,-0.742
1051,1,116.20399999999998,1,0,4,20.23,-1.47
1052,1,268.32,1,3,1,58.120000000000005,-4.553999999999999
1053,1,163.003,1,1,0,20.23,-1.34
1054,1,192.261,0,3,0,0.0,-5.85
1055,1,130.231,1,0,5,20.23,-2.11
1056,1,270.225,0,0,4,20.31,-4.2860000000000005
1057,1,92.141,0,1,0,0.0,-2.21
1058,1,230.909,0,1,0,12.89,-3.76
1059,2,96.173,0,1,0,0.0,-3.18
1060,1,240.444,0,0,0,6.48,-3.9
1061,1,352.7700000000001,0,3,3,71.06,-3.2460000000000004
1062,1,158.285,1,0,8,20.23,-3.63
1063,1,100.20499999999998,0,0,2,0.0,-4.23
1064,1,287.343,1,0,8,64.63000000000001,1.144
1065,1,231.893,1,1,0,20.23,-3.15
1066,1,72.107,0,0,2,17.07,-0.01
1067,1,434.5040000000003,2,4,3,100.9,-4.9
1068,1,58.124,0,0,1,0.0,-2.57
1069,1,124.13899999999995,1,1,1,29.46,-1.96
1070,1,376.4680000000001,2,4,1,74.6,-4.099
1071,1,202.295,0,0,0,0.0,-2.6
1072,1,222.23999999999995,0,1,4,52.60000000000001,-2.35
1073,1,74.12299999999999,1,0,1,20.23,0.1
1074,1,134.22199999999998,0,1,2,0.0,-4.12
1075,1,267.835,0,0,0,0.0,-2.34
1076,1,116.204,1,0,4,20.23,-1.4
1077,1,130.18699999999998,0,0,4,26.3,-1.89
1078,1,231.893,1,1,0,20.23,-3.37
1079,1,120.19499999999996,0,1,2,0.0,-3.37
1080,1,170.92000000000002,0,0,1,0.0,-2.74
1081,1,70.09100000000001,0,0,1,17.07,0.32
1082,1,116.164,0,0,0,23.550000000000004,0.94
1083,1,134.22199999999998,0,1,0,0.0,-4.59
1084,1,340.4630000000001,0,4,1,43.370000000000005,-4.8
1085,1,299.28800000000007,0,2,5,55.84,-3.35
1086,1,213.236,2,2,2,49.33,-3.59
1087,1,223.794,0,0,4,3.24,-3.39
1088,1,64.515,0,0,0,0.0,-1.06
1089,1,310.297,2,1,3,75.27000000000001,-3.24
1090,1,285.343,0,3,3,38.77,-3.46
1091,1,70.135,0,0,1,0.0,-2.54
1092,1,218.322,1,0,3,50.69,-1.62
1093,1,224.26,2,2,0,75.27,-2.982
1094,1,263.381,1,1,1,38.33,-4.24
1095,1,288.255,4,3,1,107.22,-3.62
1096,1,182.222,0,2,2,17.07,-3.12
1097,1,282.5559999999999,0,0,17,0.0,-8.172
